Player,G,MP,TRB,AST,STL,BLK,TOV,PF,PTSâ–¼
Dillon Brooks\brookdi01,82,2350,3.9,2.1,1.1,0.3,1.9,3.6,13.8
Damyean Dotson\dotsoda01,44,474,6.4,2.4,0.9,0.2,1.3,2.6,13.8
DeAndre Jordan\jordade01,77,2424,17.4,1.7,0.6,1.1,2.0,3.0,13.8
Mike Muscala\muscami01,53,1060,7.8,1.7,1.1,0.9,1.4,2.7,13.8
Zaza Pachulia\pachuza01,69,972,11.9,4.0,1.4,0.6,2.7,4.5,13.8
Jamil Wilson\wilsoja02,15,274,4.2,1.3,0.7,1.1,1.1,4.5,13.8
Jeff Withey\witheje01,9,39,9.2,0.0,0.0,2.8,1.8,2.8,13.8
Deyonta Davis\davisde01,62,943,9.5,1.5,0.6,1.5,1.2,4.8,13.7
Channing Frye\fryech01,53,695,7.0,2.0,0.9,0.7,1.1,3.6,13.7
Luke Kennard\kennalu01,73,1463,4.3,3.1,1.1,0.3,1.7,2.1,13.7
Cameron Payne\payneca01,25,582,4.3,7.0,1.6,0.6,2.2,2.7,13.7
Isaiah Taylor\taylois01,67,1167,2.9,6.4,1.0,0.3,2.6,3.6,13.7
Tony Allen\allento01,22,273,6.2,1.2,1.5,0.4,2.5,6.5,13.6
Ian Clark\clarkia01,74,1455,3.1,2.7,0.8,0.2,1.4,3.0,13.6
Danuel House\houseda01,23,403,6.8,2.2,0.6,0.5,1.0,2.1,13.6
Jonas Jerebko\jerebjo01,74,1134,7.8,1.3,0.8,0.4,0.9,4.0,13.6
Milos Teodosic\teodomi01,45,1134,4.0,6.6,0.7,0.2,3.1,3.3,13.6
Andre Ingram\ingraan01,2,64,3.4,3.9,1.7,1.7,1.7,1.7,13.5
Wesley Matthews\matthwe02,63,2131,3.3,2.9,1.3,0.3,1.4,2.4,13.5
Dejounte Murray\murrade01,81,1743,9.5,4.8,2.0,0.6,2.8,3.1,13.5
Denzel Valentine\valende01,77,2095,6.8,4.2,1.1,0.2,1.7,3.2,13.5
Nicolas Batum\batumni01,64,1981,5.6,6.3,1.2,0.4,2.4,1.3,13.4
Josh Gray\grayjo01,5,86,4.2,5.0,3.3,0.8,2.9,3.3,13.4
Jakob Poeltl\poeltja01,82,1524,9.3,1.3,0.9,2.4,2.0,5.0,13.4
Marvin Williams\willima02,78,2006,6.6,1.7,1.0,0.7,1.2,2.1,13.4
Joe Young\youngjo01,53,558,4.1,2.5,0.9,0.1,1.7,2.5,13.4
Cody Zeller\zelleco01,33,627,10.2,1.8,0.8,1.2,1.9,4.7,13.4
Trevor Booker\booketr01,68,1158,9.9,2.5,0.9,0.7,1.8,3.7,13.3
Jae Crowder\crowdja01,80,2090,4.7,1.7,1.1,0.4,1.3,3.2,13.3
JaMychal Green\greenja01,55,1542,10.8,1.8,0.7,0.6,1.8,3.6,13.3
George Hill\hillge01,67,1812,3.6,3.7,1.2,0.5,1.7,2.5,13.3
Michael Kidd-Gilchrist\kiddgmi01,74,1850,5.9,1.4,1.0,0.6,1.1,2.8,13.3
Timothe Luwawu-Cabarrot\luwawti01,52,807,3.2,2.4,0.5,0.2,1.7,4.3,13.3
Yogi Ferrell\ferreyo01,82,2282,3.9,3.2,1.0,0.1,1.2,2.4,13.2
Bryn Forbes\forbebr01,80,1517,2.6,1.9,0.7,0.0,0.9,2.6,13.2
Taj Gibson\gibsota01,82,2726,7.7,1.3,0.8,0.8,1.2,2.9,13.2
Jerian Grant\grantje02,74,1686,3.7,7.3,1.3,0.2,1.9,2.8,13.2
Raul Neto\netora01,41,498,3.5,5.4,0.9,0.3,2.6,2.7,13.2
Thaddeus Young\youngth01,81,2607,7.1,2.1,1.9,0.5,1.4,2.4,13.2
Marquese Chriss\chrisma01,72,1527,9.3,2.0,1.2,1.7,2.5,4.8,13.1
Joe Ingles\inglejo01,82,2578,4.8,5.5,1.3,0.3,2.2,2.5,13.1
Timofey Mozgov\mozgoti01,31,359,9.8,1.1,0.5,1.3,3.3,3.9,13.1
Alec Peters\peteral01,20,225,5.9,1.9,0.3,0.3,0.6,2.1,13.1
Mason Plumlee\plumlma01,74,1439,10.0,3.6,1.2,2.0,2.6,4.6,13.1
Norman Powell\powelno01,70,1062,4.0,3.0,1.3,0.5,2.2,3.8,13.1
Brandan Wright\wrighbr03,28,381,9.0,1.2,1.2,2.5,0.8,3.0,13.1
Luke Babbitt\babbilu01,50,715,4.8,1.6,0.4,0.4,1.0,2.7,13.0
Ryan Anderson\anderry01,66,1725,6.9,1.3,0.5,0.4,0.9,2.6,12.9
Mario Chalmers\chalmma01,66,1421,4.0,5.0,2.0,0.4,3.0,4.5,12.8
Brandon Jennings\jennibr01,14,205,5.4,7.7,1.1,0.7,3.2,1.9,12.8
Doug McDermott\mcderdo01,81,1768,4.1,1.6,0.4,0.3,1.1,2.5,12.8
Tyler Cavanaugh\cavanty01,39,518,8.8,1.9,0.6,0.3,1.0,4.2,12.7
Gorgui Dieng\dienggo01,79,1333,9.7,1.9,1.2,1.1,1.6,4.0,12.7
Cedi Osman\osmande01,61,672,6.4,2.2,1.2,0.2,1.7,4.2,12.7
Daniel Theis\theisda01,63,936,10.5,2.2,1.2,1.8,2.2,6.0,12.7
Bam Adebayo\adebaba01,69,1368,10.0,2.7,0.8,1.1,1.7,3.6,12.6
Shaun Livingston\livinsh01,71,1129,4.2,4.5,1.1,0.7,1.8,3.7,12.6
Pascal Siakam\siakapa01,81,1679,7.8,3.4,1.3,0.9,1.4,3.6,12.6
Shelvin Mack\macksh01,69,1365,4.4,7.2,1.4,0.2,2.3,2.4,12.5
Terrence Ross\rosste01,24,600,4.4,2.3,1.6,0.7,1.7,2.7,12.5
Ramon Sessions\sessira01,28,392,3.5,7.1,1.3,0.2,2.8,2.7,12.5
Nik Stauskas\stausni01,41,523,4.4,2.7,0.6,0.3,1.8,1.7,12.5
Trevor Ariza\arizatr01,67,2269,4.7,1.7,1.6,0.2,0.8,2.1,12.4
Sam Dekker\dekkesa01,73,883,7.1,1.5,1.0,0.4,1.3,2.9,12.4
Dakari Johnson\johnsda04,31,161,7.6,1.8,1.3,1.8,0.7,6.0,12.3
Kosta Koufos\koufoko01,71,1391,12.2,2.3,1.2,0.8,1.3,3.8,12.3
Marcus Smart\smartma01,54,1614,4.2,5.8,1.6,0.5,2.9,3.0,12.3
Tyrone Wallace\wallaty01,30,851,4.4,3.0,1.1,0.5,1.9,3.5,12.3
Jabari Bird\birdja01,13,115,5.9,2.5,0.9,0.3,2.5,2.2,12.2
Draymond Green\greendr01,70,2287,8.4,8.0,1.5,1.4,3.2,2.9,12.2
Josh Hart\hartjo01,63,1461,6.5,2.0,1.2,0.4,1.2,2.6,12.2
John Henson\hensojo01,76,1970,9.4,2.1,0.8,2.0,1.5,3.7,12.2
T.J. Leaf\leaftj01,53,459,6.4,0.7,0.4,0.3,0.8,3.5,12.2
Jarell Martin\martija01,73,1661,6.9,1.6,0.8,1.1,1.9,4.6,12.2
Garrett Temple\templga01,65,1615,3.4,2.8,1.3,0.6,1.8,3.0,12.2
Malik Beasley\beaslma01,62,583,4.4,1.9,0.9,0.4,1.5,2.2,12.1
Tarik Black\blackta01,51,536,10.9,0.9,1.4,2.0,2.4,7.2,12.1
Danny Green\greenda02,70,1791,5.0,2.2,1.3,1.6,1.5,2.5,12.1
David Nwaba\nwabada01,70,1646,7.1,2.3,1.3,0.6,1.7,3.5,12.1
Guerschon Yabusele\yabusgu01,33,235,8.0,2.5,0.6,0.8,1.8,3.5,12.1
Malcolm Delaney\delanma01,54,1014,3.6,5.8,1.2,0.2,2.3,2.9,12.0
Marcin Gortat\gortama01,82,2075,10.8,2.6,0.7,1.1,1.7,3.0,12.0
Isaiah Hicks\hicksis01,18,240,6.1,2.4,0.3,0.6,2.4,6.8,12.0
Jacob Pullen\pulleja01,3,6,0.0,0.0,0.0,0.0,6.0,0.0,12.0
Tyler Ulis\ulisty01,71,1658,2.8,6.8,1.5,0.2,2.8,2.6,12.0
Jerryd Bayless\bayleje01,39,925,3.1,2.1,0.9,0.2,1.8,3.5,11.9
Nemanja Bjelica\bjeline01,67,1371,7.2,2.3,1.3,0.4,1.4,3.7,11.9
Rodney Purvis\purviro01,16,290,3.4,2.1,0.4,0.4,1.2,3.2,11.9
Andrew White\whitean01,15,209,5.9,1.0,0.5,0.2,1.4,2.1,11.9
Tyler Ennis\ennisty01,54,683,5.0,5.5,1.6,0.5,2.0,4.0,11.8
Jordan Mickey\mickejo01,23,284,10.4,1.1,0.8,1.3,2.3,4.6,11.8
Darius Miller\milleda01,82,1944,3.0,2.1,0.5,0.3,1.1,3.0,11.8
Travis Wear\weartr01,17,228,6.0,1.1,0.6,0.8,0.9,4.7,11.8
Aron Baynes\baynear01,81,1485,10.5,2.3,0.5,1.2,1.9,4.8,11.7
Jordan Bell\belljo01,57,809,9.2,4.5,1.6,2.5,2.3,4.1,11.7
Emeka Okafor\okafoem01,26,353,12.2,0.8,0.8,2.5,1.3,3.1,11.6
Caleb Swanigan\swanica01,27,189,10.3,2.7,1.0,0.6,3.4,7.0,11.6
James Ennis\ennisja01,72,1604,5.0,1.6,1.1,0.4,1.3,3.0,11.5
Maxi Kleber\klebima01,72,1206,7.0,1.5,0.8,1.4,0.9,3.4,11.5
Ian Mahinmi\mahinia01,77,1145,9.8,1.7,1.2,1.3,3.1,7.2,11.5
Tomas Satoransky\satorto01,73,1643,5.1,6.3,1.1,0.3,1.8,2.9,11.5
Evan Turner\turneev01,79,2034,4.3,3.1,0.8,0.5,1.8,2.9,11.5
Stanley Johnson\johnsst04,69,1894,4.8,2.1,1.8,0.3,1.5,3.2,11.4
Jon Leuer\leuerjo01,8,136,8.5,1.3,0.3,0.8,1.9,4.2,11.4
Bismack Biyombo\biyombi01,82,1495,11.3,1.6,0.5,2.3,2.0,3.8,11.3
Corey Brewer\breweco01,72,1208,4.6,1.9,2.4,0.4,1.5,4.1,11.3
Wilson Chandler\chandwi01,74,2346,6.1,2.5,0.7,0.6,1.4,2.4,11.3
Gian Clavell\clavegi01,7,64,3.9,1.7,1.1,0.0,1.1,4.5,11.3
Cristiano Felicio\feliccr01,55,977,8.6,2.0,0.6,0.4,2.0,3.8,11.3
Rajon Rondo\rondora01,65,1705,5.6,11.3,1.5,0.2,3.2,2.5,11.3
Justise Winslow\winslju01,68,1680,7.9,3.2,1.2,0.7,1.6,3.0,11.3
Alex Abrines\abrinal01,75,1134,3.6,0.9,1.2,0.3,0.8,3.9,11.2
Al-Farouq Aminu\aminual01,69,2072,9.1,1.5,1.4,0.7,1.4,2.4,11.2
John Holland\hollajo02,24,174,5.0,1.0,1.4,0.4,1.7,2.1,11.2
Gary Payton\paytoga02,23,221,7.2,3.4,1.1,0.5,1.1,4.9,11.2
Khem Birch\birchkh01,42,578,11.2,2.1,0.9,1.3,1.3,3.5,11.1
Joe Johnson\johnsjo02,55,1205,5.1,2.5,0.5,0.2,1.5,2.0,11.1
Tim Quarterman\quartti01,3,13,8.3,2.8,0.0,0.0,5.5,2.8,11.1
Thomas Bryant\bryanth01,15,72,8.5,3.0,0.5,1.0,1.0,3.0,11.0
Vince Carter\cartevi01,58,1026,5.2,2.4,1.5,0.9,1.3,3.4,11.0
Maurice Harkless\harklma01,59,1264,4.6,1.5,1.4,1.2,1.1,2.9,11.0
Rodney McGruder\mcgruro01,18,299,3.9,2.0,1.0,0.4,0.5,2.5,11.0
Kobi Simmons\simmoko01,32,643,2.8,3.8,1.0,0.3,2.5,3.4,11.0
Quincy Acy\acyqu01,70,1359,6.8,1.5,0.9,0.8,1.6,3.9,10.9
Malcolm Miller\millema01,15,126,4.3,0.9,0.3,0.6,1.4,2.9,10.9
Rashad Vaughn\vaughra01,28,212,3.6,2.2,0.8,0.5,1.0,2.5,10.9
Noah Vonleh\vonleno01,54,875,12.8,1.4,0.8,0.7,1.3,2.8,10.9
DeAndre' Bembry\bembrde01,26,455,5.7,3.9,1.7,0.9,3.7,3.0,10.8
Jarrett Jack\jackja01,62,1548,4.4,8.1,0.8,0.1,2.7,2.3,10.8
Justin Jackson\jacksju01,68,1506,4.5,1.8,0.7,0.3,1.0,1.9,10.8
Joakim Noah\noahjo01,7,40,12.6,3.6,1.8,1.8,3.6,4.5,10.8
JaKarr Sampson\sampsja02,22,344,8.2,0.9,0.8,2.3,0.8,5.0,10.8
Lonzo Ball\balllo01,52,1780,7.3,7.6,1.8,0.9,2.8,2.4,10.7
Pat Connaughton\connapa01,82,1488,3.9,2.2,0.6,0.5,1.0,2.9,10.7
Jawun Evans\evansja01,48,778,3.9,4.6,1.7,0.3,2.0,4.5,10.7
Juan Hernangomez\hernaju01,25,277,7.0,1.6,0.8,0.4,1.2,3.2,10.7
Shane Larkin\larkish01,54,775,4.3,4.6,1.3,0.1,1.5,2.7,10.7
Royce O'Neale\onealro01,69,1150,7.4,3.0,1.1,0.5,1.7,3.3,10.7
Kyle Anderson\anderky01,74,1978,7.2,3.7,2.1,1.1,1.7,2.1,10.6
OG Anunoby\anunoog01,74,1481,4.5,1.3,1.3,0.3,1.1,3.2,10.6
Omari Johnson\johnsom01,4,75,5.3,3.4,1.0,0.0,1.4,2.9,10.6
Cory Joseph\josepco01,82,2210,4.3,4.2,1.3,0.3,1.4,2.3,10.6
Kevon Looney\looneke01,66,910,8.5,1.7,1.3,2.2,1.2,4.2,10.6
Luc Mbah a Moute\mbahalu01,61,1564,4.3,1.3,1.7,0.6,1.6,2.3,10.6
Salah Mejri\mejrisa01,61,729,12.1,1.7,1.1,3.3,1.9,6.0,10.6
Georgios Papagiannis\papagge01,17,122,10.9,2.7,1.2,1.8,2.4,3.5,10.6
J.R. Smith\smithjr01,80,2244,3.8,2.3,1.1,0.2,1.3,2.6,10.6
C.J. Williams\willicj01,38,707,2.9,2.2,1.6,0.7,1.0,3.2,10.6
D.J. Wilson\wilsodj01,22,71,5.1,1.5,1.5,0.5,2.0,3.5,10.6
Amir Johnson\johnsam01,74,1171,10.1,3.6,1.4,1.4,1.7,5.9,10.5
Lucas Nogueira\noguelu01,49,418,7.5,1.9,2.0,3.7,1.4,4.2,10.5
Furkan Korkmaz\korkmfu01,14,80,5.0,1.8,0.9,0.5,0.9,5.4,10.4
Thon Maker\makerth01,74,1238,6.5,1.3,1.1,1.5,1.3,4.7,10.4
Michael Carter-Williams\cartemi01,52,835,5.9,5.0,1.9,1.0,2.2,4.3,10.3
Jaylen Morris\morrija01,6,98,5.9,2.6,0.7,0.4,2.2,0.7,10.3
Tristan Thompson\thomptr01,53,1072,11.8,1.1,0.5,0.6,1.2,3.4,10.3
Alan Williams\willial03,5,70,11.3,4.1,2.6,0.5,3.6,6.7,10.3
Myke Henry\henrymy01,20,378,3.6,2.1,3.0,0.6,1.8,2.7,10.2
Tyus Jones\jonesty01,82,1467,3.2,5.7,2.3,0.1,1.4,2.7,10.2
Sterling Brown\brownst02,54,776,6.6,1.2,1.4,0.6,1.2,3.7,10.1
Zach Collins\colliza01,66,1045,7.6,1.8,0.6,1.1,2.0,4.6,10.1
Ed Davis\davised01,78,1471,14.1,1.0,0.8,1.3,1.6,4.6,10.1
Damian Jones\jonesda03,15,89,5.7,0.8,0.4,1.2,1.6,5.7,10.1
T.J. McConnell\mccontj01,76,1706,4.8,6.4,1.9,0.3,2.4,2.6,10.1
Abdel Nader\naderab01,48,522,4.9,1.8,1.0,0.7,2.3,3.1,10.1
Georges Niang\niangge01,9,32,10.1,3.4,2.3,0.0,3.4,1.1,10.1
Glenn Robinson\robingl02,23,338,3.9,1.8,1.4,0.1,0.5,1.5,10.1
Jose Calderon\caldejo01,57,914,3.3,4.6,1.1,0.1,1.6,3.2,10.0
Nerlens Noel\noelne01,30,472,12.8,1.5,2.4,1.7,2.0,4.5,10.0
James Young\youngja01,6,61,1.2,1.2,0.0,0.0,0.6,2.4,10.0
Jamel Artis\artisja01,15,279,4.9,2.3,0.3,0.4,1.0,1.4,9.9
Tony Bradley\bradlto01,9,29,13.7,1.2,0.0,0.0,0.0,1.2,9.9
Dorian Finney-Smith\finnedo01,21,448,6.0,2.1,0.8,0.3,1.7,3.5,9.9
Malachi Richardson\richama01,26,324,3.8,1.4,1.1,0.1,1.1,3.0,9.9
Milton Doyle\doylemi01,10,125,5.2,2.9,1.7,0.6,0.6,3.7,9.8
Wesley Johnson\johnswe01,74,1486,5.2,1.5,1.8,1.5,1.3,3.5,9.8
Frank Ntilikina\ntilila01,78,1706,3.7,5.3,1.4,0.4,2.8,3.8,9.8
Jonathan Isaac\isaacjo01,27,536,6.6,1.2,2.2,2.0,1.8,3.2,9.7
Marshall Plumlee\plumlma02,8,52,11.8,1.4,0.0,0.7,2.1,6.9,9.7
Dante Cunningham\cunnida01,73,1562,6.9,1.1,0.9,0.7,0.8,2.6,9.6
Marcus Georges-Hunt\georgma01,42,224,2.6,1.1,1.0,0.0,0.5,5.1,9.5
Paul Zipser\zipsepa01,54,824,5.7,2.0,0.9,0.7,1.9,3.8,9.5
Arron Afflalo\afflaar01,53,682,3.5,1.6,0.2,0.5,1.1,3.0,9.4
Tyson Chandler\chandty01,46,1151,13.1,1.7,0.5,0.8,1.8,3.3,9.4
Treveon Graham\grahatr01,63,1050,4.1,2.0,1.1,0.1,0.9,3.7,9.4
Davon Reed\reedda01,21,242,5.8,1.9,1.5,0.3,1.5,2.5,9.4
Torrey Craig\craigto01,39,629,7.3,1.4,0.7,0.9,1.1,3.6,9.3
Aaron Harrison\harriaa01,9,233,3.7,1.7,1.4,0.3,0.5,4.2,9.3
Miles Plumlee\plumlmi01,55,918,8.9,1.8,0.7,1.2,2.5,3.1,9.3
Dragan Bender\bendedr01,82,2069,6.3,2.3,0.4,0.9,1.9,2.9,9.2
Brandon Paul\paulbr01,64,576,4.2,2.3,1.6,0.4,1.8,3.6,9.2
Derrick Jones\jonesde02,20,245,5.6,1.3,0.6,1.9,1.0,3.5,9.0
Patrick Patterson\pattepa01,82,1270,5.5,1.6,1.4,0.7,0.9,2.5,9.0
Alex Poythress\poythal01,25,104,5.9,0.7,1.0,0.3,0.7,5.5,9.0
Tony Snell\snellto01,75,2053,2.5,1.7,0.8,0.5,0.6,2.0,9.0
Okaro White\whiteok01,6,80,5.0,0.9,0.5,0.5,0.5,2.7,9.0
Terrance Ferguson\fergute01,61,763,2.2,0.9,1.1,0.5,0.5,3.9,8.9
Cole Aldrich\aldrico01,21,49,11.0,2.2,1.5,0.7,0.7,8.1,8.8
Dwayne Bacon\bacondw01,53,713,6.3,1.9,0.8,0.1,1.2,2.3,8.8
Jameer Nelson\nelsoja01,50,1013,3.7,6.4,1.0,0.1,2.4,2.9,8.8
Xavier Rathan-Mayes\rathaxa01,5,118,1.5,5.5,1.8,0.9,3.4,5.5,8.8
Sindarius Thornwell\thornsi01,73,1156,4.4,2.1,1.5,0.8,1.7,3.9,8.8
Bruno Caboclo\cabocbr01,12,107,7.4,1.7,1.0,1.3,1.3,2.7,8.7
Larry Drew\drewla02,10,70,1.5,5.1,0.0,0.0,1.5,3.1,8.7
Alex Caruso\carusal01,37,562,4.2,4.8,1.5,0.6,2.7,3.3,8.6
Patrick McCaw\mccawpa01,57,961,3.1,3.0,1.6,0.4,1.5,2.5,8.6
Joel Bolomboy\bolomjo01,6,38,9.5,0.0,1.9,0.0,1.9,2.8,8.5
Andre Iguodala\iguodan01,64,1622,5.5,4.7,1.2,0.8,1.5,2.2,8.5
Lorenzo Brown\brownlo01,14,139,3.9,3.4,1.3,0.0,0.8,1.8,8.3
Matthew Dellavedova\dellama01,38,712,3.2,7.3,0.7,0.0,2.5,3.4,8.3
Quincy Pondexter\pondequ01,23,196,5.0,1.7,1.5,0.4,2.0,4.4,8.3
Aaron Jackson\jacksaa01,1,35,3.1,1.0,0.0,0.0,1.0,4.1,8.2
Wesley Iwundu\iwundwe01,62,1020,4.8,2.0,1.2,0.4,1.1,2.9,8.1
Iman Shumpert\shumpim01,14,276,5.3,2.2,1.2,0.5,2.1,2.9,8.1
Jared Dudley\dudleja01,48,686,4.9,4.1,1.3,0.6,1.5,4.5,8.0
Nigel Hayes\hayesni01,9,122,6.5,1.8,0.6,0.9,0.6,2.4,8.0
Derrick Williams\willide02,2,9,4.0,0.0,0.0,0.0,0.0,0.0,8.0
Lance Thomas\thomala01,73,1353,4.7,1.2,0.8,0.4,1.1,3.6,7.9
P.J. Tucker\tuckepj01,82,2281,7.2,1.2,1.2,0.4,1.2,3.2,7.9
Damien Wilkins\wilkida02,19,152,3.8,2.1,0.5,0.2,1.2,1.7,7.8
Jake Layman\laymaja01,35,160,3.6,2.5,1.4,0.9,1.1,2.9,7.7
Josh Magette\magetjo01,18,216,3.2,9.5,1.3,0.2,1.5,2.7,7.7
Kyle Collinsworth\colliky01,32,480,8.0,4.2,1.3,0.7,1.8,3.3,7.6
Tim Frazier\fraziti01,59,838,4.9,8.3,2.0,0.3,2.4,4.2,7.6
Briante Weber\weberbr01,18,237,5.3,3.3,2.7,0.8,2.3,4.3,7.6
Jason Terry\terryja01,51,814,2.1,2.6,1.9,0.6,1.1,2.3,7.3
Demetrius Jackson\jacksde01,15,80,5.4,4.1,2.3,0.5,4.5,3.2,7.2
Kendrick Perkins\perkike01,1,15,2.4,4.8,2.4,0.0,2.4,2.4,7.2
Ekpe Udoh\udohek01,63,810,6.7,2.4,1.9,3.3,0.9,4.7,7.2
Derrick Walton\waltode01,16,147,3.9,3.9,1.7,0.7,0.5,1.7,7.1
Antonius Cleveland\clevean01,17,123,4.1,0.6,2.0,1.5,2.0,6.7,6.7
Andre Roberson\roberan03,39,1037,6.4,1.6,1.6,1.2,1.0,3.1,6.7
Ron Baker\bakerro01,29,385,2.8,4.4,2.4,0.6,1.7,3.1,6.6
Richard Jefferson\jefferi01,20,163,3.8,3.3,0.4,0.2,1.1,2.4,6.6
Chinanu Onuaku\onuakch01,1,22,6.5,1.6,0.0,0.0,4.9,6.5,6.5
Kadeem Allen\allenka01,18,107,3.7,4.0,1.0,0.7,3.0,5.0,6.4
Eric Moreland\moreler01,67,805,12.4,3.5,1.4,2.3,1.9,5.2,6.4
Zhou Qi\qizh01,18,124,6.4,0.6,0.6,4.1,2.9,4.1,6.4
Darrun Hilliard\hillida01,14,95,2.7,4.2,0.8,0.0,1.5,2.7,6.1
Semi Ojeleye\ojelese01,73,1150,5.0,0.6,0.7,0.1,0.8,2.8,6.1
Andrew Bogut\bogutan01,23,216,13.0,2.5,0.7,2.2,3.2,6.7,6.0
Josh Smith\smithjo03,3,12,12.0,0.0,0.0,0.0,0.0,9.0,6.0
Markel Brown\brownma02,4,31,5.8,2.3,0.0,0.0,2.3,7.0,5.8
Josh Huestis\huestjo01,69,982,5.9,0.7,0.5,1.6,1.0,3.0,5.8
Ryan Arcidiacono\arcidry01,24,304,3.0,4.1,1.5,0.0,1.5,2.1,5.7
Charles Cooke\cookech01,13,38,1.9,0.9,0.9,0.0,0.9,0.0,5.7
Solomon Hill\hillso01,12,187,6.9,4.2,1.3,0.2,1.7,4.2,5.6
Luol Deng\denglu01,1,13,0.0,2.8,2.8,0.0,2.8,0.0,5.5
Devin Robinson\robinde01,1,13,13.8,0.0,2.8,0.0,0.0,5.5,5.5
Marquis Teague\teaguma01,3,74,2.9,6.3,1.9,0.0,1.5,2.4,5.4
Xavier Munford\munfoxa02,6,21,1.7,6.9,1.7,0.0,3.4,6.9,5.1
DeAndre Liggins\liggide01,58,724,3.7,2.4,1.8,0.7,1.0,4.0,5.0
James Webb\webbja01,10,120,7.2,1.2,0.3,0.0,1.2,3.0,4.8
Matt Costello\costema01,4,32,10.1,2.3,2.3,2.3,1.1,7.9,4.5
Scotty Hopson\hopsosc01,1,8,0.0,4.5,0.0,0.0,4.5,0.0,4.5
Omer Asik\asikom01,18,182,9.3,0.6,0.4,0.8,1.8,4.0,4.4
Jacob Wiley\wileyja01,5,33,12.0,2.2,1.1,0.0,0.0,4.4,4.4
Udonis Haslem\hasleud01,14,72,5.0,2.5,0.0,1.0,1.0,1.5,4.0
Julyan Stone\stoneju01,23,175,6.0,5.3,0.8,0.4,1.4,4.3,3.9
London Perrantes\perralo01,14,66,2.2,2.7,1.1,0.5,0.5,3.3,3.8
Nate Wolters\woltena01,5,19,3.8,1.9,0.0,0.0,0.0,1.9,3.8
Vander Blue\blueva01,5,45,0.8,2.4,0.8,0.0,2.4,1.6,2.4
Chris Boucher\bouchch01,1,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Brussino\brussni01,4,10,10.8,0.0,0.0,0.0,0.0,0.0,0.0
Jarell Eddie\eddieja01,3,9,4.0,0.0,4.0,0.0,0.0,0.0,0.0
Mindaugas Kuzminskas\kuzmimi01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lydon\lydonty01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik McCree\mccreer01,4,8,4.5,0.0,4.5,0.0,4.5,0.0,0.0
Trey McKinney-Jones\mckintr01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McRoberts\mcrobjo01,2,6,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Luis Montero\montelu01,2,8,9.0,0.0,0.0,0.0,9.0,0.0,0.0
Ben Moore\moorebe01,2,9,4.0,4.0,0.0,0.0,0.0,16.0,0.0
Xavier Silas\silasxa01,2,7,10.3,0.0,5.1,0.0,0.0,5.1,0.0
